# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 11 07:04:14 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
5849,11075429,K02198.01,Kepler-1137 b,CONFIRMED,CANDIDATE,0.9910,23.921040800,139.0787200,0,0.9360,5.17400,1.5830e+02,0.013956,0.08734,LS+MCMC,3.01,0.1871,86.12,1020.0,255.65,21.90,1,45,1,q1_q17_dr25_tce,7121.00,4.031,1.9720,287.130280,48.665371,12.768
5850,11705004,K02199.01,Kepler-1806 b,CONFIRMED,CANDIDATE,0.9930,9.033264350,137.1773800,0,0.4550,2.85700,6.1070e+02,0.022819,2.51510,LS+MCMC,1.96,0.0813,88.82,729.0,66.89,18.30,2,119,1,q1_q17_dr25_tce,5311.00,4.588,0.7880,287.535030,49.801659,15.901
5851,6137681,K03932.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,356.535835000,433.6206600,0,1.2810,5.46700,3.1130e+03,0.345194,1.28518,LS+MCMC,28.27,0.8736,89.64,220.0,0.55,25.70,1,7,1,q1_q17_dr25_tce,5385.00,4.532,0.7500,295.834840,41.426971,15.481
5852,11244682,K03933.01,Kepler-1699 b,CONFIRMED,CANDIDATE,1.0000,3.490785878,133.1026900,0,0.1160,1.45130,3.3680e+02,0.016727,9.94108,LS+MCMC,1.32,0.0418,89.64,1010.0,245.65,32.70,1,384,1,q1_q17_dr25_tce,5496.00,4.618,0.7250,292.137330,48.917191,14.678
5853,9655419,K03934.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.921494870,133.2283000,0,1.2900,1.89100,1.0060e+03,0.322515,0.08953,LS+MCMC,79.14,0.0359,60.18,2382.0,7634.18,11.60,1,691,1,q1_q17_dr25_tce,6831.00,3.959,2.2470,294.348450,46.390755,12.659
5854,5895158,K03935.01,Kepler-1532 b,CONFIRMED,CANDIDATE,1.0000,1.093665854,132.4721300,0,0.1740,1.43990,2.1840e+02,0.013555,3.12612,LS+MCMC,1.29,0.0206,88.29,1681.0,1880.33,33.50,1,1217,1,q1_q17_dr25_tce,5845.00,4.541,0.8740,296.902800,41.198189,14.815
5855,4947556,K03936.01,,CANDIDATE,CANDIDATE,0.0000,141.608555000,190.2763300,0,0.3990,7.68500,1.2631e+03,0.032298,2.26978,LS+MCMC,2.98,0.5029,89.83,290.0,1.68,43.30,2,10,1,q1_q17_dr25_tce,5083.00,4.512,0.8440,297.577120,40.027710,13.336
5856,7287028,K07832.01,,CANDIDATE,CANDIDATE,0.4650,3.609223100,132.4630000,0,0.3640,2.80000,5.2400e+01,0.006716,1.15112,LS+MCMC,0.68,0.0463,87.74,1192.0,477.00,4.40,1,367,1,q1_q17_dr25_tce,6032.00,4.508,0.9290,293.358610,42.806660,13.534
5857,5471690,K04006.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,12.424733300,134.0338000,0,0.6560,16.82800,4.0500e+01,0.006159,0.01025,LS+MCMC,1.47,0.1138,81.37,1284.0,642.95,19.30,2,225,2,q1_q17_dr25_tce,6632.00,3.860,2.1930,297.725310,40.640789,12.876
5858,8376848,K04007.01,,CANDIDATE,CANDIDATE,0.9640,11.492711200,133.3086000,0,1.2120,7.76400,2.9150e+02,0.227929,0.00237,LS+MCMC,25.01,0.1021,61.61,858.0,127.97,18.70,1,116,1,q1_q17_dr25_tce,6198.00,4.464,1.0050,295.748990,44.374760,15.472
5859,5350447,K04008.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,70.751198600,175.3715700,0,1.2400,6.19800,8.5810e+02,0.271356,0.05430,LS+MCMC,27.74,0.3113,87.08,441.0,8.97,24.10,1,21,1,q1_q17_dr25_tce,5771.00,4.400,0.9360,287.923130,40.517269,15.187
5860,4173026,K02172.02,Kepler-1801 c,CONFIRMED,CANDIDATE,0.9910,116.583183000,246.6275000,0,0.5860,5.80000,8.1900e+02,0.027148,3.02267,LS+MCMC,2.91,0.4572,89.74,371.0,4.47,8.70,2,9,2,q1_q17_dr25_tce,5738.00,4.426,0.9810,295.164000,39.201408,15.104
5861,8934103,K04009.01,Kepler-1538 b,CONFIRMED,CANDIDATE,0.9970,175.138920000,296.0377800,0,0.0700,10.76700,6.3450e+02,0.022585,1.25633,LS+MCMC,3.06,0.6095,89.97,346.0,3.39,17.90,2,8,1,q1_q17_dr25_tce,5497.00,4.243,1.2410,283.345700,45.274460,15.245
5862,7618364,K07844.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.302061421,132.5643600,0,1.2730,1.82380,1.0461e+03,0.305569,0.09517,LS+MCMC,92.86,0.0291,51.47,3345.0,29636.26,29.50,1,1026,1,q1_q17_dr25_tce,7757.00,3.837,2.7830,294.967560,43.277409,13.095
5863,4150390,K01768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,55.251786220,144.4565130,0,0.9780,6.09400,3.9874e+04,0.300696,1.30161,LS+MCMC,27.32,0.2762,89.06,444.0,9.15,585.00,1,19,1,q1_q17_dr25_tce,5793.00,4.561,0.8320,289.686580,39.297199,15.807
5864,4851464,K01757.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,5.548250634,133.2196860,0,0.2960,6.06772,4.2873e+04,0.191456,0.32587,LS+MCMC,21.49,0.0633,87.90,1088.0,331.99,1170.50,1,158,1,q1_q17_dr25_tce,6124.00,4.455,1.0280,295.888670,39.911301,15.752
5865,4913000,K01775.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.442520831,133.6073760,0,0.9660,2.47790,5.3150e+02,0.027421,0.11187,LS+MCMC,3.98,0.0563,78.60,1392.0,889.36,100.30,1,304,1,q1_q17_dr25_tce,6496.00,4.272,1.3300,288.474300,40.085678,11.668
5866,4945877,K01936.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,1.339670241,132.1678600,0,0.6020,1.89500,2.8600e+01,0.005163,0.90649,LS+MCMC,1.27,0.0289,82.16,3448.0,33385.02,21.70,1,998,1,q1_q17_dr25_tce,8867.00,3.988,2.2450,297.190120,40.027969,10.455
5867,5110423,K01777.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.685223546,133.7318210,0,1.2800,4.06320,5.4946e+03,0.369077,0.05657,LS+MCMC,28.98,0.0349,62.63,1111.0,360.92,238.70,1,386,1,q1_q17_dr25_tce,5552.00,4.620,0.7190,294.836790,40.265598,15.828
5868,2581191,K02203.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.990426420,132.7131700,0,0.0670,3.08300,1.3380e+02,0.010627,0.59978,LS+MCMC,1.17,0.0317,89.23,1539.0,1327.48,25.30,2,672,1,q1_q17_dr25_tce,6198.00,4.464,1.0050,292.600250,37.832069,14.349
5869,7379385,K02207.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,67.230028000,171.7451000,0,0.9380,25.01000,3.7910e+02,0.022020,0.00246,LS+MCMC,2.44,0.3222,83.57,482.0,12.79,39.50,1,21,1,q1_q17_dr25_tce,6157.00,4.418,1.0160,296.420100,42.936989,14.548
5870,6199702,K02211.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.805259637,132.1007580,0,0.3320,0.97790,3.4180e+02,0.017291,6.56755,LS+MCMC,1.93,0.0174,86.87,2115.0,4732.34,50.20,1,1652,1,q1_q17_dr25_tce,6257.00,4.454,1.0220,290.126040,41.599430,14.633
5871,6307083,K02050.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,75.378781600,167.1079800,0,0.0460,5.26800,3.8770e+02,0.017463,4.56797,LS+MCMC,1.60,0.3235,89.98,360.0,3.97,30.10,2,16,1,q1_q17_dr25_tce,5061.00,4.488,0.8410,297.635190,41.641869,12.218
5872,6780158,K02231.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.464160779,131.9220100,0,1.1690,2.42700,1.1670e+02,0.179594,0.01505,LS+MCMC,36.93,0.0344,46.24,1709.0,2018.62,27.30,1,542,1,q1_q17_dr25_tce,5238.00,3.840,1.8830,292.659700,42.272831,13.145
5873,7199756,K07823.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566781152,131.8571500,0,0.4270,3.99500,1.3340e+02,0.010672,0.10849,LS+MCMC,0.54,0.0104,69.61,1090.0,337.10,24.90,1,2012,1,q1_q17_dr25_tce,3725.00,4.787,0.4600,291.606020,42.703720,15.742
5874,4947556,K03936.02,Kepler-1930 b,CONFIRMED,CANDIDATE,0.9100,13.026796400,139.1477700,0,0.9300,0.78500,3.5660e+02,0.022538,17.54038,LS+MCMC,2.08,0.1025,89.01,643.0,40.51,11.40,2,100,2,q1_q17_dr25_tce,5083.00,4.512,0.8440,297.577120,40.027710,13.336
5875,7362696,K03937.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.931298740,134.8200900,0,1.2240,1.86260,6.7610e+02,0.251798,0.12502,LS+MCMC,21.42,0.0507,76.99,944.0,187.36,31.70,1,228,1,q1_q17_dr25_tce,5457.00,4.508,0.7790,291.760560,42.923920,15.535
5876,3865595,K03938.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.591874480,132.8761800,0,0.8200,1.67820,2.3640e+02,0.016357,2.17522,LS+MCMC,104.18,0.0757,86.93,4793.0,124810.93,31.90,1,189,1,q1_q17_dr25_tce,3915.00,1.173,58.3250,295.298740,38.930496,13.627
5877,9593528,K03939.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,1.886654450,132.3531000,0,1.2690,1.34300,2.0980e+03,0.321214,0.37904,LS+MCMC,43.81,0.0299,72.18,1794.0,2453.86,15.80,1,49,1,q1_q17_dr25_tce,6296.00,4.247,1.2490,294.028200,46.201771,15.210
5878,5195945,K03940.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,14.536822280,132.3683100,0,1.0680,3.19500,1.0323e+03,0.114404,0.12412,LS+MCMC,73.15,0.1094,84.51,1596.0,1534.06,40.80,1,70,1,q1_q17_dr25_tce,4946.00,2.819,5.8550,294.312870,40.319721,12.930
5879,7300182,K07833.01,,CANDIDATE,CANDIDATE,0.9230,172.820248000,302.0399000,0,0.2490,7.34300,5.4930e+02,0.021626,3.58088,LS+MCMC,2.22,0.6105,89.92,338.0,3.08,10.60,1,8,1,q1_q17_dr25_tce,6174.00,4.499,0.9390,296.785550,42.880291,14.321
5880,5288577,K04010.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.728530030,131.8057200,0,0.7760,3.81900,9.9100e+01,0.009960,0.08712,LS+MCMC,2.43,0.0315,71.11,2492.0,9100.75,24.00,1,626,1,q1_q17_dr25_tce,6701.00,3.882,2.2370,295.502170,40.409943,13.597
5881,11969988,K04011.01,,FALSE POSITIVE,FALSE POSITIVE,0.4950,2.190687380,132.0172700,0,0.5940,4.41000,6.6300e+01,0.007770,0.12725,LS+MCMC,1.68,0.0364,79.24,2017.0,3913.33,44.10,1,611,1,q1_q17_dr25_tce,6208.00,3.973,1.9750,295.053220,50.347740,12.521
5882,8483258,K04012.01,,FALSE POSITIVE,FALSE POSITIVE,,372.164780000,233.7717000,0,0.7967,11.28800,2.0740e+03,0.046078,0.68001,MCMC,5.68,1.0793,89.95,279.0,1.44,23.50,1,,,,6194.00,4.415,1.1290,286.543030,44.509621,15.823
5883,4832225,K04013.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.947730124,132.3933800,0,0.4730,1.11710,1.5250e+02,0.011822,4.19282,LS+MCMC,2.82,0.0248,85.35,3914.0,55681.21,18.00,1,391,2,q1_q17_dr25_tce,9464.00,4.116,2.1840,290.746610,39.911030,9.072
5884,9009953,K04014.01,Kepler-1700 b,CONFIRMED,CANDIDATE,0.9820,234.240739000,210.8122000,0,0.9440,12.92500,4.6410e+02,0.025002,0.05861,LS+MCMC,3.41,0.7576,89.02,329.0,2.77,27.70,1,6,1,q1_q17_dr25_tce,5814.00,4.269,1.2480,286.949710,45.353828,13.685
5885,7664272,K07845.01,,FALSE POSITIVE,FALSE POSITIVE,0.1460,341.014950000,448.7233000,0,0.0870,5.12000,3.8600e+02,0.017606,22.38350,LS+MCMC,1.72,0.9007,89.99,234.0,0.71,6.90,1,3,1,q1_q17_dr25_tce,5327.00,4.456,0.8960,283.921910,43.370750,14.122
5886,5302006,K01755.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.146312070,132.7498300,0,0.9370,3.80300,8.9110e+02,0.033508,0.08171,LS+MCMC,4.79,0.0727,80.12,1260.0,594.72,20.30,1,217,1,q1_q17_dr25_tce,6726.00,4.335,1.3100,298.298980,40.470329,15.050
5887,5306720,K01991.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,27.364323370,143.4646400,0,1.2730,3.54500,2.2825e+03,0.326675,0.27362,LS+MCMC,39.49,0.1888,86.70,659.0,44.50,42.30,1,41,1,q1_q17_dr25_tce,6167.00,4.428,1.1070,299.184910,40.484371,15.244
5888,5389540,K01836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,10.262319920,133.2071900,0,0.9450,3.56800,8.1390e+02,0.033623,0.14231,LS+MCMC,1.98,0.0755,84.14,509.0,15.89,17.30,1,132,1,q1_q17_dr25_tce,4316.00,4.709,0.5400,298.467990,40.516678,13.259
5889,5444384,K01778.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.519529227,132.5525600,0,0.8660,5.16750,8.3725e+03,0.097397,0.04689,LS+MCMC,11.12,0.0271,61.04,1653.0,1766.31,155.10,1,1499,1,q1_q17_dr25_tce,6033.00,4.460,1.0460,290.514650,40.693001,15.551
5890,5450814,K01780.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.487525901,137.6251650,0,1.1990,2.45360,2.0209e+04,0.400824,1.42307,LS+MCMC,21.23,0.0540,85.32,593.0,29.11,74.30,1,201,1,q1_q17_dr25_tce,4481.00,4.763,0.4850,292.556850,40.638191,15.693
5891,7116519,K07813.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566764370,131.8708000,0,0.5940,2.32600,7.6500e+01,0.008342,0.28929,LS+MCMC,0.92,0.0139,69.56,2267.0,6222.58,11.70,1,2011,1,q1_q17_dr25_tce,6039.00,4.478,1.0050,291.397430,42.617020,15.770
5892,9635510,K02234.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.351976160,131.9069600,0,1.1770,5.30400,2.6800e+02,0.193452,0.00850,LS+MCMC,21.19,0.0354,29.64,1444.0,1025.78,31.70,1,487,1,q1_q17_dr25_tce,6147.00,4.463,1.0030,284.694700,46.372589,15.347
5893,8076630,K02235.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.861643331,131.8074400,0,0.9940,2.43180,2.3250e+02,0.025042,0.04521,LS+MCMC,1.88,0.0156,34.79,1613.0,1599.85,41.70,1,1555,1,q1_q17_dr25_tce,5506.00,4.596,0.6880,282.216460,43.933590,14.614
5894,4077901,K02239.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,12.109762600,140.7472500,0,0.9810,10.17400,1.1390e+02,0.013495,0.00210,LS+MCMC,1.09,0.0918,67.24,681.0,50.68,28.20,1,88,1,q1_q17_dr25_tce,5437.00,4.547,0.7390,296.428960,39.133759,13.007
5895,10271691,K02240.01,,FALSE POSITIVE,FALSE POSITIVE,,63.909601000,136.6718000,0,0.0578,11.85000,1.4300e+02,0.010801,0.33341,MCMC,0.76,0.2782,89.95,351.0,3.57,6.10,1,,,,5227.00,4.668,0.6430,290.886840,47.326679,14.746
5896,10544677,K02244.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,19.735286800,138.5836200,0,1.4170,5.09700,3.1940e+02,0.431539,0.01144,LS+MCMC,49.24,0.1475,76.73,743.0,72.08,17.10,1,56,1,q1_q17_dr25_tce,6329.00,4.440,1.0450,295.549190,47.726570,14.689
5897,7199883,K07824.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566799125,131.8128900,0,0.2320,3.07200,3.0700e+01,0.005094,0.20631,LS+MCMC,0.56,0.0136,81.20,2299.0,6590.95,22.50,1,2372,1,q1_q17_dr25_tce,6063.00,4.451,1.0040,291.644590,42.722351,13.568
5898,9904006,K02135.02,,CANDIDATE,CANDIDATE,1.0000,20.189039600,142.1942900,0,0.5410,6.25100,1.1210e+02,0.010011,0.43345,LS+MCMC,1.39,0.1493,88.53,794.0,93.89,15.00,3,49,3,q1_q17_dr25_tce,6178.00,4.269,1.2670,296.803440,46.741150,13.573
5899,8552587,K03941.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.061935973,131.7237480,0,1.1900,3.31770,3.3790e+02,0.208381,0.03693,LS+MCMC,24.17,0.0212,23.81,1961.0,3479.87,101.20,1,1262,1,q1_q17_dr25_tce,6274.00,4.434,1.0620,288.909820,44.608360,14.126
5900,6019872,K03942.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.485898163,132.7441400,0,1.1730,2.44600,2.2460e+02,0.188450,0.02780,LS+MCMC,14.96,0.0226,37.62,1272.0,620.65,32.80,1,698,1,q1_q17_dr25_tce,5088.00,4.559,0.7270,282.548190,41.334431,14.151
5901,7679812,K03943.01,Kepler-1931 b,CONFIRMED,CANDIDATE,0.9740,38.576348300,167.8572500,0,0.0150,19.86100,2.8210e+02,0.015366,0.04356,LS+MCMC,2.05,0.2356,89.94,619.0,34.77,76.30,1,33,1,q1_q17_dr25_tce,6167.00,4.333,1.2210,290.872280,43.333000,12.626
5902,4864734,K03944.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.845610523,131.8057400,0,1.2200,2.33700,3.7410e+02,0.239346,0.03186,LS+MCMC,77.83,0.0330,47.02,2502.0,9283.04,33.30,1,189,1,q1_q17_dr25_tce,5974.00,3.639,2.9780,298.692020,39.984039,13.809
5903,7366501,K07834.01,,CANDIDATE,CANDIDATE,0.8020,7.381234400,137.5646000,0,0.6870,2.80200,1.0450e+02,0.009960,1.15247,LS+MCMC,1.00,0.0744,87.36,944.0,187.24,8.60,1,182,1,q1_q17_dr25_tce,6072.00,4.510,0.9230,292.947570,42.904308,15.051
5904,8282846,K04015.01,Kepler-1539 b,CONFIRMED,CANDIDATE,1.0000,133.303247000,167.7604200,0,0.0630,7.34200,1.0175e+03,0.028288,3.07169,LS+MCMC,2.67,0.4765,89.97,301.0,1.94,20.60,1,10,1,q1_q17_dr25_tce,5064.00,4.474,0.8640,284.219420,44.268539,15.307
5905,5938970,K04016.01,Kepler-1540 b,CONFIRMED,CANDIDATE,1.0000,125.413230200,195.6260500,0,0.8220,2.32410,1.3450e+03,0.038446,21.59093,LS+MCMC,3.14,0.4426,89.82,266.0,1.18,22.60,1,8,1,q1_q17_dr25_tce,4641.00,4.557,0.7470,283.344480,41.201740,14.073
5906,8381693,K04017.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,21.570291700,137.2647000,0,1.1550,40.40000,1.4870e+02,0.166120,0.00010,LS+MCMC,29.53,0.1481,31.18,888.0,146.81,41.00,1,66,1,q1_q17_dr25_tce,6070.00,3.983,1.6280,297.138240,44.378078,13.860
5907,4929299,K04018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.868723418,132.0826400,0,0.9470,1.46170,1.9710e+02,0.016376,0.18126,LS+MCMC,1.87,0.0169,60.67,1998.0,3776.50,23.80,1,999,1,q1_q17_dr25_tce,5761.00,4.331,1.0460,293.351010,40.059711,14.774
5908,7375348,K00266.01,Kepler-508 b,CONFIRMED,CANDIDATE,1.0000,25.308935660,171.5061100,0,0.7990,5.77040,1.5370e+02,0.012570,0.26856,LS+MCMC,1.77,0.1763,87.81,710.0,60.20,54.20,2,52,1,q1_q17_dr25_tce,5949.00,4.272,1.2920,295.404330,42.981422,11.472
5909,10223615,K00065.01,,FALSE POSITIVE,FALSE POSITIVE,,27.254719930,176.5294900,,,0.73000,,,,none,,,,,,,1,,,,,,,297.390660,47.223869,11.679
5910,3342463,K00383.01,,FALSE POSITIVE,FALSE POSITIVE,,34.107875190,183.5688100,,,4.10000,,,,none,,,,,,,1,,,,,,,291.523650,38.405190,13.109
5911,6680177,K00860.01,,FALSE POSITIVE,FALSE POSITIVE,,16.614744210,177.0483200,,,2.77000,,,,none,,,,,,,1,,,,,,,288.247960,42.107460,15.245
5912,5565497,K01789.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.412526202,131.7035300,0,1.1660,5.49000,1.5030e+02,0.176301,0.01678,LS+MCMC,36.77,0.0296,15.47,3001.0,19160.84,70.60,1,947,1,q1_q17_dr25_tce,8468.00,4.114,1.9100,299.382080,40.758141,11.521
5913,5730389,K01956.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.759573341,131.7135400,0,1.0400,6.99900,3.8200e+02,0.068100,0.00525,LS+MCMC,6.42,0.0372,35.89,1198.0,487.37,64.40,1,491,1,q1_q17_dr25_tce,5640.00,4.520,0.8630,298.060700,40.960732,14.618
5914,5802478,K01834.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.791882340,134.1344000,0,0.6150,2.15000,4.1700e+02,0.019604,1.74325,LS+MCMC,1.95,0.0467,86.79,1201.0,492.81,6.60,1,281,1,q1_q17_dr25_tce,6171.00,4.495,0.9100,295.158020,41.047871,14.394
5915,5942093,K01995.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,14.387247290,131.8513300,0,1.2620,1.90780,1.9141e+03,0.311666,0.79762,LS+MCMC,29.24,0.1080,86.49,725.0,65.41,43.50,1,60,1,q1_q17_dr25_tce,5830.00,4.479,0.8590,284.874540,41.203651,15.264
5916,5992270,K01855.01,,FALSE POSITIVE,FALSE POSITIVE,0.0250,58.430264800,168.3017900,0,0.9480,7.18000,1.8495e+03,0.051888,0.12564,LS+MCMC,3.45,0.2480,88.08,300.0,1.91,34.10,1,22,1,q1_q17_dr25_tce,4338.00,4.643,0.6090,299.621980,41.212509,14.782
5917,7117126,K07814.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566717263,131.9699708,0,0.6060,2.60790,1.8500e+01,0.004089,0.21398,LS,0.43,0.0130,66.78,2096.0,4581.82,11.10,1,2358,1,q1_q17_dr25_tce,5544.00,4.438,0.9570,291.584080,42.622181,13.724
5918,4761060,K02249.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,13.379358530,140.9252300,0,0.9740,8.80900,3.5350e+02,0.022549,0.00554,LS+MCMC,6.65,0.1226,74.91,1395.0,896.56,36.20,1,81,1,q1_q17_dr25_tce,6739.00,3.712,2.7020,295.547120,39.861759,12.301
5919,5479802,K02251.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,13.262554230,136.2913500,0,0.9430,4.65000,9.1640e+02,0.034810,0.08783,LS+MCMC,3.55,0.1105,84.21,766.0,81.56,31.40,1,86,1,q1_q17_dr25_tce,5973.00,4.506,0.9350,299.348850,40.621319,15.380
5920,5607631,K02254.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,20.569657500,140.2512300,0,1.2980,4.26300,4.0150e+02,0.316474,0.02385,LS+MCMC,28.96,0.1437,80.79,650.0,42.09,22.20,1,66,1,q1_q17_dr25_tce,6098.00,4.562,0.8380,287.803380,40.890228,14.659
5921,4951249,K02258.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.523422560,135.4685400,0,0.7570,2.53100,2.1900e+02,0.014736,0.73530,LS+MCMC,1.70,0.0556,85.31,1195.0,482.25,15.90,1,301,1,q1_q17_dr25_tce,6211.00,4.437,1.0580,298.355130,40.049938,15.146
5922,9156585,K02054.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,22.324236570,134.4476300,0,0.9650,3.66900,1.2993e+03,0.045771,0.25140,LS+MCMC,4.56,0.1518,87.06,611.0,32.87,29.90,1,56,1,q1_q17_dr25_tce,5648.00,4.489,0.9120,292.630520,45.574219,15.612
5923,3121340,K03945.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.723947772,132.0624700,0,1.1480,2.12500,2.4270e+02,0.164888,0.07287,LS+MCMC,52.16,0.0147,24.74,3192.0,24641.60,17.70,1,1843,1,q1_q17_dr25_tce,5160.00,3.424,2.8970,292.529480,38.282848,13.578
5924,8636434,K03946.01,Kepler-1533 b,CONFIRMED,CANDIDATE,0.9880,308.544422000,296.0738000,0,0.0220,18.50300,5.8680e+02,0.022233,0.43857,LS+MCMC,3.28,0.9625,89.99,330.0,2.81,56.80,1,5,1,q1_q17_dr25_tce,6325.00,4.274,1.3490,295.975560,44.713451,13.215
5925,5952366,K03947.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.905679492,132.1963180,0,1.2720,2.11640,2.2990e+03,0.327311,0.13290,LS+MCMC,35.74,0.0184,44.82,1882.0,2950.42,59.30,2,1475,1,q1_q17_dr25_tce,5780.00,4.438,1.0000,289.276580,41.259754,13.380
5926,5952366,K03947.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,22.735911000,144.0770000,0,0.6650,42.43500,2.3110e+03,0.046445,0.00145,LS+MCMC,5.07,0.1574,78.75,643.0,40.32,69.40,2,62,2,q1_q17_dr25_tce,5780.00,4.438,1.0000,289.276580,41.259754,13.380
5927,6045250,K03948.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.909310626,131.7254190,0,1.2640,3.44110,1.2127e+04,0.403987,0.13414,LS+MCMC,48.79,0.0192,45.50,2130.0,4889.60,454.00,1,1476,1,q1_q17_dr25_tce,6370.00,4.410,1.1060,292.694890,41.336418,14.971
5928,5598595,K03949.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.648774274,131.7454500,0,0.0780,2.64300,2.3100e+02,0.013565,0.35375,LS+MCMC,1.08,0.0130,87.76,1659.0,1795.83,26.10,1,1461,1,q1_q17_dr25_tce,5026.00,4.557,0.7290,283.752530,40.842369,15.399
5929,6681233,K00562.01,,FALSE POSITIVE,FALSE POSITIVE,,32.632862470,177.2220800,,,3.08000,,,,none,,,,,,,1,,,,,,,288.636290,42.138191,14.949
